HGNC.symbol	Protein.Coding	Immunity.Gene	Pseudogene	TM.Domain	SEG	Coiled.coil	Signal.peptide	Avg.transcript	Avg.GC.content	Total.exons	Constitutive.exons	Mouse.homologs.70	Nucleus	Cytoplasm	Mitochondrion	Golgi	ER	Cell.surface
NR6A1	1	0	0	0	1	0	0	2681.4	0.407	19	2	1	1	0	0	0	0	0
NRAS	1	1	0	0	1	0	0	4449	0.39	7	7	1	0	0	0	1	0	0
NRBP1	1	0	0	0	1	0	0	1696.6	0.4861	34	0	1	0	1	0	0	0	0
NRD1	1	0	0	0	1	1	0	3342.66666666667	0.3935	57	0	1	0	1	1	0	0	1
NRF1	1	0	0	0	1	1	0	2723	0.4115	23	0	1	1	1	0	0	0	0
NRG1	1	0	0	1	1	0	1	1698.83333333333	0.379	55	0	1	1	1	0	0	0	0
NRGN	1	0	0	0	1	0	0	1206	0.5329	7	1	1	1	1	1	0	0	0
NRIP1	1	0	0	0	1	0	0	5877.25	0.3633	8	0	1	1	0	0	0	0	0
NRIP3	1	0	0	0	1	0	0	1290.8	0.4295	15	0	1	0	0	0	0	0	0
NRL	1	0	0	0	1	1	0	1321.83333333333	0.4983	15	0	1	1	0	0	0	0	0
NRP2	1	0	0	1	1	0	1	3509	0.4588	49	0	1	0	0	0	0	0	0
NRTN	1	0	0	0	1	0	0	1109	0.6195	2	2	1	0	0	0	0	0	0
NSL1	1	0	0	0	1	0	0	1293.25	0.3975	15	0	0	1	1	0	0	0	0
NSMCE1	1	0	0	0	0	0	0	775.375	0.4729	39	0	1	1	1	0	0	0	0
NSRP1	1	0	0	0	1	1	0	1032.75	0.3857	43	0	1	1	0	0	0	0	0
NT5C1B-RDH14	1	0	0	0	1	0	0	1918.5	0.3833	13	6	0	0	1	0	0	0	0
NT5C2	1	0	0	0	1	0	0	1310.75	0.4009	42	0	1	0	1	0	0	0	0
NT5M	1	0	0	0	1	0	0	1265.2	0.4917	18	0	1	0	0	1	0	0	0
NTAN1	1	0	0	0	0	0	0	826.125	0.475906666666667	58	0	1	1	1	0	0	0	0
NTF3	1	0	0	1	0	0	1	1182	0.4664	14	0	1	0	1	0	0	0	0
NTRK1	1	1	0	1	1	0	1	2548.4	0.5311	37	0	1	0	1	0	0	0	1
NTRK3	1	0	0	1	1	0	1	3469.93333333333	0.453	59	0	1	0	1	0	0	0	0
NTSR2	1	0	0	1	1	0	0	1569	0.5053	4	4	1	0	0	0	0	0	0
NUAK1	1	0	0	0	1	0	0	2126	0.4597	13	0	1	1	1	0	0	0	0
NUB1	1	0	0	0	1	1	0	1560.125	0.4496	37	0	1	1	1	0	0	0	0
NUCB1	1	0	0	1	1	1	1	1194.42857142857	0.5281	40	0	1	1	1	0	1	1	0
NUCKS1	1	0	0	0	1	0	0	6496	0.3957	9	0	1	1	1	0	0	0	0
NUDT1	1	0	0	0	1	0	0	737.428571428571	0.5677	17	0	1	1	1	1	0	0	0
NUDT10	1	0	0	0	1	0	0	1959	0.4689	4	1	0	0	1	0	0	0	0
NUDT11	1	0	0	0	1	0	0	2385	0.3905	2	2	0	0	1	0	0	0	0
NUDT13	1	0	0	0	0	0	0	1865.5	0.4124	16	0	1	0	0	1	0	0	0
NUDT6	1	0	0	0	1	0	0	1110.33333333333	0.3744	19	0	1	1	0	1	0	0	0
NUDT7	1	0	0	0	0	0	0	832	0.4276	16	0	0	0	0	0	0	0	0
NUDT9	1	0	0	0	1	1	1	1248	0.3892	24	0	1	0	0	1	0	0	0
NUMA1	1	0	0	0	1	1	0	2603.66666666667	0.4662	95	0	1	1	1	0	0	0	0
NUMB	1	0	0	0	1	0	0	2368.52631578947	0.4056	59	0	1	1	1	0	0	0	0
NUMBL	1	0	0	0	1	1	0	1475.57142857143	0.5255	29	0	1	0	1	0	0	0	0
NUP107	1	0	0	0	1	0	0	2748.16666666667	0.3932	54	0	1	0	1	0	0	0	0
NUP153	1	0	0	0	1	0	0	5776	0.4018	25	19	1	0	1	0	0	0	0
NUP155	1	0	0	0	1	1	0	4276	0.4176	49	0	1	0	0	0	0	0	0
NUP160	1	0	0	0	1	1	0	3564.6	0.4186	57	0	1	0	1	0	0	0	0
NUP205	1	0	0	0	1	0	0	1968.4	0.3899	66	0	1	0	1	0	0	0	0
NUP214	1	0	0	0	1	1	1	2623.08333333333	0.4209	92	0	1	1	1	0	0	0	0
NUP54	1	0	0	0	1	1	0	1419.42857142857	0.368	47	0	1	0	1	0	0	0	0
NUP93	1	0	0	0	1	0	0	1460.3125	0.4243	62	0	1	0	0	0	0	0	0
NUP98	1	0	0	0	1	0	0	2652.61538461538	0.4169	74	0	0	0	1	0	0	0	0
NUPL1	1	0	0	0	1	1	0	2245.875	0.3636	41	0	1	0	0	0	0	0	0
NUTF2	1	0	0	0	0	0	0	1300.25	0.5122	17	0	0	0	1	0	0	0	0
NXF1	1	0	0	0	1	0	0	1615.77777777778	0.5007	56	0	1	1	1	0	0	0	0
OAT	1	1	0	0	1	0	0	1956	0.4249	26	0	1	0	1	1	0	0	0
OAZ1	1	0	0	0	1	0	0	977.25	0.6406	26	0	1	0	1	0	0	0	0
OC90	1	0	0	0	1	0	1	1782	0.4523	14	14	0	0	0	0	0	0	0
OCM	1	0	0	0	1	0	0	659	0.4627	7	2	0	0	0	0	0	0	0
OCRL	1	0	0	0	0	1	0	5150	0.3983	29	0	1	1	1	0	0	0	0
ODC1	1	0	0	0	0	0	0	1696.66666666667	0.4616	18	1	1	0	1	0	0	0	0
OGDH	1	0	0	0	1	0	0	3006.75	0.4623	45	0	1	0	0	1	0	0	0
OGFOD1	1	0	0	0	1	0	0	1564.85714285714	0.4039	34	0	1	1	1	0	0	0	0
OGFOD2	1	0	0	0	1	1	0	1631.66666666667	0.5954	57	0	1	0	0	0	0	0	0
OGFR	1	0	0	0	1	0	0	2165.75	0.6345	18	1	0	1	1	0	0	0	0
OGG1	1	0	0	0	1	0	1	1413.64285714286	0.4974	37	0	0	1	0	1	0	0	0
OGT	1	0	0	0	0	0	0	3109	0.406	44	0	1	1	1	1	0	0	0
OIP5	1	0	0	0	1	0	0	860.5	0.4546	7	2	0	1	1	0	0	0	0
OIT3	1	0	0	0	0	0	1	1983.5	0.4176	11	5	1	0	0	0	0	0	0
OLFM1	1	0	0	0	1	1	1	1225.33333333333	0.5532	31	0	1	0	0	0	0	0	0
OLFML2B	1	0	0	1	1	1	1	1610.6	0.4822	17	0	1	0	0	0	0	0	0
OLIG3	1	0	0	0	1	0	0	2049	0.5432	1	1	1	1	0	0	0	0	0
ONECUT1	1	0	0	0	1	0	0	1575.33333333333	0.4672	11	0	1	1	0	0	0	0	0
ONECUT2	1	0	0	0	1	0	0	16121	0.4408	5	0	1	1	0	0	0	0	0
OPA3	1	0	0	0	1	1	0	3741.33333333333	0.4978	6	0	1	0	0	1	0	0	0
OPN1LW	1	0	0	1	1	0	0	926.5	0.526	11	0	0	0	0	0	0	0	0
OPN1MW	1	0	0	1	1	0	0	1276	0.530266666666667	11	0	0	0	0	0	0	0	0
OPN1MW2	1	0	0	1	1	0	0	1283	0.53	11	0	0	0	0	0	0	0	0
OPN4	1	0	0	1	1	0	0	2120.66666666667	0.5874	13	8	1	0	0	0	0	0	0
OPN5	1	0	0	1	1	0	0	1624.66666666667	0.3862	17	0	1	0	0	0	0	0	0
OR10A2	1	0	0	1	0	0	0	1053	0.4796	1	1	0	0	0	0	0	0	0
OR10J1	1	0	0	1	1	0	0	1090	0.4661	1	1	1	0	0	0	0	0	0
OR10R2	1	0	0	1	1	0	0	1008	0.4355	1	1	0	0	0	0	0	0	0
OR10S1	1	0	0	1	1	0	0	1121	0.5406	1	1	1	0	0	0	0	0	0
OR12D3	1	0	0	1	1	0	0	1940	0.374463636363636	13	8	1	0	0	0	0	0	0
OR13A1	1	0	0	1	0	0	0	1759.33333333333	0.3841	7	0	1	0	0	0	0	0	0
OR1B1	1	0	0	1	0	0	0	957	0.5172	3	1	0	0	0	0	0	0	0
OR1E1	1	0	0	1	0	0	0	1307	0.4484	1	1	0	0	0	0	0	0	0
OR1G1	1	0	0	1	0	0	0	998	0.484	1	1	0	0	0	0	0	0	0
OR1N2	1	0	0	1	1	0	0	1013.5	0.4161	3	0	1	0	0	0	0	0	0
OR1S1	1	0	1	1	1	0	0	978.5	0.440366666666667	3	1	0	0	0	0	0	0	0
OR1S2	1	0	0	1	1	0	0	980	0.451	1	1	0	0	0	0	0	0	0
OR2AK2	1	0	0	1	1	0	0	1107	0.4327	1	1	0	0	0	0	0	0	0
OR2B2	1	0	0	1	0	0	0	1212	0.4125	1	1	0	0	0	0	0	0	0
OR2G2	1	0	0	1	1	0	0	954	0.4843	1	1	0	0	0	0	0	0	0
OR2G3	1	0	0	1	1	0	0	930	0.4624	1	1	0	0	0	0	0	0	0
OR2H1	1	0	0	1	1	0	0	2398	0.4135875	128	0	1	0	0	0	0	0	0
OR2J2	1	0	0	1	1	0	0	1272	0.4203125	8	8	0	0	0	0	0	0	0
OR2L13	1	0	0	1	1	0	0	1787.5	0.3675	5	0	0	0	0	0	0	0	0
OR2L3	1	0	0	1	1	0	0	939	0.4515	1	1	0	0	0	0	0	0	0
OR2S2	1	0	1	1	1	0	0	1003.5	0.528166666666667	2	2	0	0	0	0	0	0	0
OR2T1	1	0	0	1	1	0	0	1110	0.473	3	3	1	0	0	0	0	0	0
OR2T12	1	0	0	1	1	0	0	963	0.5327	1	1	0	0	0	0	0	0	0
OR2T33	1	0	0	1	1	0	0	963	0.5265	1	1	0	0	0	0	0	0	0
OR2T5	1	0	0	1	1	0	0	991	0.504	3	3	0	0	0	0	0	0	0
OR2T8	1	0	0	1	0	0	0	939	0.5335	1	1	0	0	0	0	0	0	0
OR3A1	1	0	0	1	1	0	0	957	0.5404	2	0	0	0	0	0	0	0	0
OR3A2	1	0	0	1	1	0	0	1076	0.5325	1	1	0	0	0	0	0	0	0
OR3A3	1	0	0	1	1	0	0	966	0.5476	1	1	0	0	0	0	0	0	0
OR4D1	1	0	0	1	1	0	0	1024	0.4912	1	1	1	0	0	0	0	0	0
OR4K17	1	0	0	1	1	0	0	1032	0.4138	1	1	0	0	0	0	0	0	0
OR51F2	1	0	0	1	1	0	0	1029	0.4558	1	1	1	0	0	0	0	0	0
OR51T1	1	0	0	1	1	0	0	1024.5	0.4582	2	0	1	0	0	0	0	0	0
OR51V1	1	0	0	1	1	0	0	966	0.4565	1	1	0	0	0	0	0	0	0
OR52L1	1	0	0	1	1	0	0	1094	0.5018	1	1	1	0	0	0	0	0	0
OR52W1	1	0	0	1	1	0	0	1114	0.5431	1	1	1	0	0	0	0	0	0
OR56B1	1	0	0	1	1	0	0	975	0.4544	1	1	0	0	0	0	0	0	0
OR5AU1	1	0	0	1	0	0	0	1199	0.4979	1	1	1	0	0	0	0	0	0
OR5M1	1	0	0	1	1	0	0	948	0.4473	1	1	0	0	0	0	0	0	0
OR6B3	1	0	0	1	1	0	0	996	0.5592	1	1	0	0	0	0	0	0	0
OR7A5	1	0	0	1	1	0	0	1038.5	0.4225	11	0	0	0	0	0	0	0	0
OR7C2	1	0	0	1	1	0	0	960	0.499	1	1	1	0	0	0	0	0	0
OR7G2	1	0	0	1	1	0	0	1038	0.4711	1	1	0	0	0	0	0	0	0
OR8A1	1	0	0	1	1	0	0	1146	0.4825	1	1	1	0	0	0	0	0	0
OR8G5	1	0	0	1	0	0	0	1041	0.4419	1	1	0	0	0	0	0	0	0
OR8S1	1	0	0	1	1	0	0	1080	0.4112	4	0	0	0	0	0	0	0	0
ORAI2	1	0	0	1	1	0	0	3850.77777777778	0.5469	21	0	1	0	0	0	0	0	0
ORM1	1	0	0	0	1	0	1	802	0.5509	8	0	0	0	0	0	0	0	0
ORM2	1	0	0	0	1	0	1	760	0.552	6	6	0	0	0	0	0	0	0
OSGEP	1	0	0	0	0	0	0	1117.66666666667	0.4515	38	0	1	1	1	0	0	0	0
OSR1	1	0	0	0	1	0	0	1936	0.5568	7	0	1	1	0	0	0	0	0
OSR2	1	0	0	0	1	0	1	1521.14285714286	0.5103	20	0	0	1	0	0	0	0	0
OSTM1	1	0	0	1	1	0	0	2595.5	0.4248	20	0	1	1	1	0	0	0	0
OTUB2	1	0	0	0	0	0	0	3082	0.52725	9	1	1	1	0	0	0	0	0
OTUD7B	1	0	0	0	1	0	0	5148.5	0.4246	18	0	1	1	1	0	0	0	0
OTX2	1	0	0	0	1	0	0	1231	0.4659	17	0	1	1	1	0	0	0	0
OVCA2	1	0	0	0	1	0	0	1122	0.5953	2	2	1	1	1	0	0	0	0
OXCT1	1	0	0	0	1	0	1	2140.66666666667	0.3748	30	0	1	0	0	1	0	0	0
OXCT2	1	0	0	0	1	0	0	1826	0.6336	1	1	0	0	0	1	0	0	0
OXSM	1	0	0	0	1	0	0	963.833333333333	0.42	22	0	1	0	1	1	0	0	0
OXSR1	1	0	0	0	1	0	0	2680.66666666667	0.3867	28	0	1	0	1	0	0	0	0
P2RX2	1	0	0	1	1	0	0	1407.625	0.6715	22	1	1	0	0	0	0	0	1
P2RX4	1	0	0	1	1	0	0	1385.875	0.504	39	0	1	0	1	0	0	0	0
P2RX7	1	0	0	1	1	0	0	1983.91666666667	0.4629	28	0	1	0	1	0	0	0	0
P2RY10	1	0	0	1	1	0	0	1655.5	0.3844	8	0	1	0	0	0	0	0	0
P2RY11	1	0	0	1	1	0	0	1943	0.6243	4	0	0	0	0	0	0	0	0
P2RY13	1	0	0	1	1	0	0	2764	0.3744	2	2	1	0	0	0	0	1	0
P2RY6	1	0	0	1	1	0	0	1567.5	0.5228	26	0	1	0	0	0	0	0	0
P2RY8	1	0	0	1	1	0	0	4198	0.4822	4	0	0	0	0	0	0	0	0
PA2G4	1	0	0	0	1	0	0	1260.75	0.466	27	0	0	1	1	0	0	0	0
PABPN1	1	0	0	0	1	1	0	1434.6	0.5048	22	0	1	1	1	0	0	0	0
PACSIN1	1	0	0	0	1	1	0	4261.25	0.5135	19	0	1	0	1	0	0	0	0
PADI3	1	0	0	0	0	0	0	3189	0.5148	16	16	1	0	1	0	0	0	0
PAF1	1	0	0	0	1	1	0	1385	0.5273	26	0	1	0	1	0	0	0	0
PAFAH1B1	1	0	0	0	0	1	0	1934	0.424	40	0	1	0	1	0	0	0	0
PAICS	1	0	0	0	0	0	0	3594	0.3999	23	0	1	0	1	0	0	0	0
PAK1IP1	1	0	0	0	1	0	0	1800	0.4083	10	10	1	0	0	0	0	0	0
PAK2	1	0	0	0	1	0	0	3414	0.417	18	0	1	0	1	0	0	0	0
PAK7	1	0	0	0	1	0	0	4631	0.3934	14	9	1	1	1	1	0	0	0
PAN2	1	0	0	0	1	0	0	4168.66666666667	0.4767	70	0	1	1	1	0	0	0	0
PAN3	1	0	0	0	1	1	0	3886.5	0.3749	23	0	1	0	1	0	0	0	0
PAPD7	1	0	0	0	1	0	0	2563.66666666667	0.473066666666667	34	12	0	1	1	0	0	0	0
PAPOLA	1	0	0	0	1	0	0	1935.1	0.3657	70	0	1	1	1	0	0	0	0
PAPPA	1	0	0	0	1	0	1	10959	0.4235	26	0	1	0	0	0	0	0	0
PAPPA2	1	0	0	0	1	0	1	7030	0.3935	30	0	1	0	0	0	0	0	0
PAQR3	1	0	0	1	1	0	0	3371	0.3592	37	0	1	0	0	0	1	0	0
PAQR4	1	0	0	1	1	0	0	1879.8	0.6448	11	0	1	0	0	0	0	0	0
PAQR5	1	0	0	1	0	0	0	3338.75	0.4686	21	0	1	0	0	0	0	0	0
PAQR6	1	0	0	1	1	0	0	1895.33333333333	0.6095	30	0	0	0	0	0	0	0	0
PAQR8	1	0	0	1	1	0	0	3325	0.4253	7	0	1	0	0	0	0	0	0
PARK2	1	0	0	0	1	0	0	1457.54545454545	0.4042	34	0	1	1	1	1	1	1	0
PARP1	1	0	0	0	1	1	0	1389.5	0.468	42	0	1	1	0	1	0	0	0
PARP10	1	0	0	0	1	0	0	1345.9375	0.5462	57	0	0	1	1	0	1	0	0
PARP12	1	0	0	0	1	0	0	1796.2	0.4581	32	0	1	1	0	0	0	0	0
PARP14	1	0	0	0	1	1	0	5644.33333333333	0.4097	27	0	0	1	1	0	0	0	0
PARP16	1	0	0	1	1	0	0	1920.33333333333	0.4692	17	0	1	0	0	0	0	1	0
PARP6	1	0	0	0	1	0	0	1517.1875	0.4394	67	0	1	0	0	0	0	0	0
PARP8	1	0	0	0	1	0	0	1757.29411764706	0.357	69	0	1	0	0	0	0	0	0
PARVA	1	0	0	0	1	1	0	2677.5	0.4351	24	0	1	1	1	0	0	0	0
PAWR	1	0	0	0	1	1	0	2408.4	0.3685	29	0	1	1	1	0	0	0	0
PAX4	1	0	0	0	0	0	0	1432.66666666667	0.5205	21	0	1	1	0	0	0	0	0
PAX8	1	0	0	0	1	0	0	2458.11111111111	0.4916	32	0	1	1	0	0	0	0	0
PAX9	1	0	0	0	0	0	0	2969	0.4345	18	0	1	1	0	0	0	0	0
PBK	1	0	0	0	1	0	0	1296	0.3725	16	0	1	1	0	0	0	0	0
PBX1	1	0	0	0	1	1	0	2461	0.4167	49	0	1	1	1	0	0	0	0
PBX2	1	0	0	0	1	1	0	3207	0.549657142857143	119	0	1	1	0	0	0	0	0
PC	1	0	0	0	1	0	0	2832	0.5192	48	0	1	0	1	1	0	0	0
PCBP1	1	0	0	0	0	0	0	1750	0.552	1	1	1	0	1	0	0	0	0
PCCA	1	0	0	0	0	0	0	1240.75	0.3984	35	0	1	0	1	1	0	0	0
PCDH15	1	0	0	1	1	1	1	5449.9375	0.3463	74	0	1	0	1	0	0	0	0
PCDH17	1	0	0	1	1	0	1	3723.75	0.3331	13	1	1	0	0	0	0	0	0
PCDHA10	1	0	0	1	1	1	1	7133.33333333333	0.3983	7	0	1	0	0	0	0	0	0
PCDHA11	1	0	0	1	1	1	1	3411	0.3964	8	0	1	0	0	0	0	0	0
PCDHA13	1	0	0	1	1	1	1	4190.33333333333	0.3936	8	0	0	0	0	0	0	0	0
PCDHA2	1	0	0	1	1	1	1	3645.33333333333	0.4011	7	0	1	1	0	0	0	1	0
PCDHA4	1	0	0	1	1	1	1	5574.75	0.4001	10	0	1	0	0	0	0	0	0
PCDHA6	1	0	0	1	1	1	1	3624	0.402	7	0	0	0	0	0	0	0	0
PCDHA8	1	0	0	1	1	1	1	3938	0.4002	5	0	0	0	0	0	0	0	0
PCDHAC1	1	0	0	1	1	1	1	4688	0.394	5	0	1	0	0	0	0	0	0
PCDHB10	1	0	0	1	1	0	1	2852.5	0.4625	3	0	0	0	0	0	0	0	0
PCDHB14	1	0	0	1	1	0	1	3597.5	0.4493	3	0	1	0	0	0	0	0	0
PCDHB4	1	0	0	1	1	0	1	3825	0.4567	3	0	0	0	1	0	0	0	0
PCDHB5	1	0	0	1	1	0	1	2138.5	0.4974	3	0	0	0	0	0	0	0	0
PCDHB9	1	0	0	1	1	0	1	2515.5	0.4634	5	0	1	0	0	0	0	0	0
PCDHGA10	1	0	0	1	1	0	1	4539.5	0.4553	5	0	1	0	0	0	0	0	0
PCDHGA11	1	0	0	1	1	0	1	3514.33333333333	0.4542	7	0	1	0	0	0	0	0	0
PCDHGA2	1	0	0	1	1	0	1	4574	0.4518	5	0	1	0	0	0	0	0	0
PCDHGA4	1	0	0	1	1	0	0	3734.5	0.452	5	0	0	0	0	0	0	0	0
PCDHGA5	1	0	0	1	1	0	1	4077	0.452	5	0	0	0	0	0	0	0	0
PCDHGB1	1	0	0	1	1	0	1	3591	0.4518	5	0	1	0	0	0	0	0	0
PCDHGB3	1	0	0	1	1	0	1	3586	0.453	5	0	0	0	0	0	0	0	0
PCDHGC3	1	0	0	1	1	0	0	2299.2	0.5058	18	0	0	0	0	0	0	0	0
PCGF6	1	0	0	0	1	1	0	2090	0.4389	16	0	1	1	0	0	0	0	0
PCLO	1	0	0	1	1	1	0	7345.83333333333	0.3381	40	0	1	0	0	0	0	0	0
PCSK1	1	0	0	0	1	0	1	2628.33333333333	0.3995	21	0	1	0	0	0	0	0	0
PCSK4	1	0	0	0	1	0	1	1913	0.6223	39	0	0	0	0	0	0	0	0
PCSK6	1	0	0	0	1	0	0	2477.78571428571	0.4811	60	0	1	0	0	0	0	1	1
PCSK9	1	1	0	0	1	0	1	3637	0.5551	15	0	1	0	1	0	1	1	1
PCYOX1	1	0	0	0	1	0	1	2093	0.4523	15	0	1	0	0	0	0	0	0
PDAP1	1	0	0	0	1	1	0	1144.33333333333	0.5405	16	0	1	0	0	0	0	0	0
PDCD1	1	0	0	1	1	0	0	1166.33333333333	0.6314	10	0	0	0	0	0	0	0	0
PDCD1LG2	1	0	0	1	1	0	1	2365	0.4055	7	7	0	0	0	0	0	0	0
PDCD4	1	0	0	0	1	0	0	2706	0.3469	35	0	1	1	1	0	0	0	0
PDCD6IP	1	0	0	0	1	1	0	2450	0.3693	52	0	1	0	1	0	0	1	0
PDCL	1	0	0	0	1	1	0	1270.66666666667	0.4528	8	1	1	0	1	0	0	0	0
PDCL3	1	0	0	0	1	1	0	885.333333333333	0.4699	10	1	1	0	1	0	0	0	0
PDE11A	1	0	0	0	1	0	0	2825.71428571429	0.3914	46	0	1	0	1	0	0	0	0
PDE1A	1	0	0	0	0	0	0	2654.4	0.3657	29	0	1	0	1	0	0	0	0
PDE3A	1	0	0	1	1	0	0	7576	0.3595	20	0	1	0	1	0	0	0	0
PDE4DIP	1	0	0	0	1	1	0	3048.44444444444	0.41	152	0	0	1	1	0	1	0	0
PDE6A	1	0	0	0	1	1	0	5026.33333333333	0.4336	28	0	1	0	1	0	0	0	0
PDE6B	1	0	0	1	1	1	0	1411.625	0.5684	45	0	1	0	1	0	0	0	0
PDE6C	1	0	0	0	1	1	0	3307	0.4117	24	0	1	0	0	0	0	0	0
PDE6D	1	0	0	0	0	0	0	824.666666666667	0.4251	14	0	1	0	1	0	0	0	0
PDE6G	1	0	0	0	0	0	0	866	0.5506	12	0	1	0	0	0	0	0	0
PDE7A	1	0	0	0	1	0	1	2414	0.377	31	0	1	0	1	0	0	0	0
PDE7B	1	0	0	0	1	1	0	3778.33333333333	0.3831	17	2	1	0	1	0	0	0	0
PDE9A	1	0	0	0	1	0	0	1806.46153846154	0.5129	36	0	1	0	1	0	1	1	0
PDF	1	0	0	0	1	0	1	1158	0.6127	2	2	1	0	0	1	0	0	0
PDGFRA	1	1	0	1	1	0	1	2039.85714285714	0.4365	42	0	0	1	1	0	0	0	0
PDHA1	1	0	0	0	1	0	0	1867.33333333333	0.4445	34	0	1	1	0	1	0	0	0
PDHA2	1	0	0	0	1	0	0	1456	0.4739	1	1	1	1	0	1	0	0	0
PDHB	1	0	0	0	0	0	0	1504.2	0.4356	34	0	1	1	0	1	0	0	0
PDIA6	1	0	0	0	1	0	1	2232.71428571429	0.4627	27	0	1	0	0	0	0	1	0
PDIK1L	1	0	0	0	0	0	0	2983.75	0.431	10	1	1	0	0	0	0	0	0
PDILT	1	0	0	0	1	0	1	1376.5	0.4511	14	1	1	0	0	0	0	1	0
PDK2	1	0	0	0	1	0	0	1452.875	0.5667	39	0	1	0	1	1	0	0	0
PDLIM5	1	0	0	0	1	0	0	2400.75	0.3689	57	0	0	0	1	0	0	0	0
PDP1	1	0	0	0	0	1	0	1852.22222222222	0.429	22	0	1	0	0	1	0	0	0
PDP2	1	0	0	0	1	0	0	1681.33333333333	0.4825	22	0	1	0	0	1	0	0	0
PDPK1	1	0	0	0	1	0	0	2096.88888888889	0.5251	48	0	1	0	1	0	0	0	0
PDS5B	1	0	0	0	1	0	0	4549.66666666667	0.3662	53	0	1	1	1	0	0	0	0
PDSS1	1	0	0	0	1	0	0	1261.5	0.4419	20	0	1	0	0	1	0	0	0
PEBP1	1	0	0	0	0	0	0	1697	0.4919	6	0	0	1	1	0	0	0	0
PEBP4	1	0	0	1	1	0	1	677	0.4851	10	0	0	0	0	0	0	0	0
PECR	1	0	0	0	1	1	0	1476.5	0.4256	24	0	1	0	0	1	0	0	0
PEG3	1	0	0	0	1	0	0	4414.85714285714	0.4575	30	0	0	1	1	0	0	0	0
PER2	1	0	0	0	1	1	0	2721.33333333333	0.521	29	0	1	1	1	0	0	0	0
PEX1	1	0	0	0	1	0	0	3032.25	0.3711	44	0	1	0	1	0	0	0	0
PEX11B	1	0	0	1	1	0	0	1346.33333333333	0.455	8	0	0	0	0	0	0	0	0
PEX12	1	0	0	0	1	0	0	1965.25	0.4242	10	0	1	0	0	0	0	0	0
PEX3	1	0	0	0	0	1	0	1376.5	0.3511	16	0	1	0	1	0	0	1	0
PEX5	1	0	0	0	1	0	0	1385.88235294118	0.4258	59	0	1	0	1	1	1	0	0
PFAS	1	0	0	0	1	0	0	1718.44444444444	0.5184	50	0	1	0	1	0	0	0	0
PFKFB3	1	0	0	0	0	0	0	2064.875	0.52	38	0	1	0	1	0	0	0	0
PFN1	1	0	0	0	1	0	0	1001	0.5798	8	0	1	1	1	0	0	0	0
PFN4	1	0	0	0	1	0	0	722	0.4406	10	0	1	0	1	0	0	0	0
PGAM1	1	0	0	0	1	0	0	1830	0.4747	8	0	0	0	1	0	0	0	0
PGAP1	1	0	0	1	1	0	0	5091	0.36	48	0	1	0	0	0	0	1	0
PGD	1	0	0	0	1	0	0	881.333333333333	0.4769	28	0	1	1	1	0	0	0	0
PGF	1	0	0	0	1	0	1	1496.25	0.5615	22	0	0	0	0	0	0	0	0
PGK2	1	0	0	0	1	0	0	1254	0.4689	1	1	1	1	1	0	0	0	0
PGLS	1	0	0	0	1	0	0	853	0.5332	15	0	1	0	1	0	0	0	0
PGM1	1	0	0	0	1	0	0	2491.33333333333	0.4242	19	0	1	0	1	0	0	0	0
PGM3	1	0	0	0	0	1	0	1752.38461538462	0.3866	42	0	1	0	1	0	0	0	0
PGM5	1	0	0	0	1	0	0	1912	0.4029	28	0	1	0	1	0	0	0	0
PGP	1	0	0	0	1	0	0	1816	0.6169	4	0	1	0	0	0	0	0	0
PGRMC2	1	0	0	1	1	0	0	2076.625	0.3864	17	0	1	0	0	0	0	0	0
PHACTR1	1	0	0	0	1	1	1	2046.25	0.412	36	0	1	1	1	0	0	0	0
PHACTR3	1	0	0	0	1	1	0	2092.71428571429	0.4763	24	0	1	0	0	0	0	0	0
PHACTR4	1	0	0	0	1	0	0	2870.16666666667	0.4287	36	0	1	0	1	0	0	0	0
PHAX	1	0	0	0	1	1	0	4288	0.4351	12	0	1	1	1	0	0	0	0
PHB	1	0	0	0	1	1	0	1207.11111111111	0.4842	33	0	1	1	1	1	0	0	1
PHB2	1	0	0	0	1	1	0	960.333333333333	0.5317	41	0	1	1	1	1	0	0	1
PHC3	1	0	0	0	1	0	0	2387.58333333333	0.3775	48	0	1	1	0	0	0	0	0
PHF1	1	0	0	0	1	0	0	1292.1	0.5751	94	0	1	1	1	0	0	0	0
PHF11	1	0	0	0	1	1	0	1113.7	0.4172	45	0	0	1	0	0	0	0	0
PHF23	1	0	0	0	1	0	0	1114.18181818182	0.5951	31	0	1	0	0	0	0	0	0
PHF3	1	0	0	0	1	1	0	3878.6	0.3607	40	0	1	1	0	0	0	0	0
PHF5A	1	0	0	0	0	0	0	1086	0.4626	9	0	1	0	0	0	0	0	0
PHF6	1	1	0	0	1	1	0	3803.6	0.3747	19	5	1	1	0	0	0	0	0
PHKA1	1	0	0	0	1	0	0	5746.8	0.3787	38	28	1	0	1	0	0	0	0
PHKB	1	0	0	0	1	1	0	1988.1	0.3819	67	0	1	0	1	0	0	0	0
PHKG1	1	0	0	0	0	0	0	1240.16666666667	0.54	26	0	1	0	1	0	0	0	0
PHKG2	1	0	0	0	1	0	0	1709.14285714286	0.5263	33	0	1	0	1	0	0	0	0
PHLPP1	1	0	0	0	1	0	0	3490.5	0.3947	29	0	1	1	1	0	0	0	0
